pl_name,hostname,disc_year,discoverymethod,sy_dist,pl_orbper,decade,5-years period
K2-391 b,K2-391,2022,Transit,507.94,4.622654,2020,2020
K2-392 b,K2-392,2022,Transit,406.985,15.398723,2020,2020
K2-393 b,K2-393,2022,Transit,265.914,10.413181,2020,2020
K2-394 b,K2-394,2022,Transit,98.0152,5.095717,2020,2020
K2-395 b,K2-395,2022,Transit,286.727,4.803352,2020,2020
K2-395 c,K2-395,2022,Transit,286.727,8.491282,2020,2020
K2-396 b,K2-396,2022,Transit,274.864,0.673862,2020,2020
K2-396 c,K2-396,2022,Transit,274.864,25.76051,2020,2020
K2-397 b,K2-397,2022,Transit,199.354,3.572326,2020,2020
K2-398 b,K2-398,2022,Transit,606.992,6.393025,2020,2020
K2-398 c,K2-398,2022,Transit,606.992,18.787839,2020,2020
K2-4 b,K2-4,2015,Transit,231.828,10.003417,2015,2015
K2-400 b,K2-400,2022,Transit,62.3804,3.865053,2020,2020
K2-401 b,K2-401,2022,Transit,200.727,6.293099,2020,2020
K2-402 b,K2-402,2022,Transit,523.055,17.27474,2020,2020
K2-403 b,K2-403,2022,Transit,246.599,33.589979,2020,2020
K2-404 b,K2-404,2022,Transit,121.63,13.115365,2020,2020
K2-405 b,K2-405,2022,Transit,197.234,3.435471,2020,2020
K2-406 b,K2-406,2022,Transit,85.3751,22.549406,2020,2020
K2-407 b,K2-407,2022,Transit,218.376,4.941907,2020,2020
K2-407 c,K2-407,2022,Transit,218.376,9.22453,2020,2020
K2-408 b,K2-408,2022,Transit,162.306,20.978959,2020,2020
K2-409 b,K2-409,2022,Transit,431.031,1.908084,2020,2020
K2-411 b,K2-411,2022,Transit,298.219,3.2141,2020,2020
K2-412 b,K2-412,2022,Transit,654.085,5.9382,2020,2020
K2-413 b,K2-413,2022,Transit,285.162,0.8094,2020,2020
K2-413 c,K2-413,2022,Transit,285.162,5.3301,2020,2020
K2-414 b,K2-414,2022,Transit,260.036,4.3696,2020,2020
K2-414 c,K2-414,2022,Transit,260.036,6.669,2020,2020
K2-415 b,K2-415,2023,Transit,21.8182,4.0179694,2020,2020
K2-416 b,K2-416,2023,Transit,120.311,13.102,2020,2020
K2-417 b,K2-417,2023,Transit,94.0424,6.535,2020,2020
K2-419 A b,K2-419 A,2024,Transit,268.685,20.35847252,2020,2020
K2-42 b,K2-42,2016,Transit,396.913,6.68796,2015,2015
K2-43 b,K2-43,2016,Transit,182.536,3.471149,2015,2015
K2-43 c,K2-43,2019,Transit,182.536,2.198884,2015,2015
K2-44 b,K2-44,2016,Transit,476.703,5.657,2015,2015
K2-45 b,K2-45,2016,Transit,495.317,1.7292684,2015,2015
K2-46 b,K2-46,2016,Transit,449.237,19.1541,2015,2015
K2-47 b,K2-47,2016,Transit,349.881,31.6372,2015,2015
K2-48 b,K2-48,2016,Transit,313.764,20.5065,2015,2015
K2-49 b,K2-49,2016,Transit,457.125,2.77065,2015,2015
K2-5 b,K2-5,2015,Transit,202.943,5.73594,2015,2015
K2-5 c,K2-5,2015,Transit,202.943,10.93241,2015,2015
K2-50 b,K2-50,2016,Transit,257.443,8.7529,2015,2015
K2-52 b,K2-52,2016,Transit,1038.41,3.535055,2015,2015
K2-53 b,K2-53,2016,Transit,138.018,12.20772,2015,2015
K2-54 b,K2-54,2016,Transit,174.955,9.7833,2015,2015
K2-55 b,K2-55,2016,Transit,159.522,2.849271,2015,2015
K2-57 b,K2-57,2016,Transit,264.213,9.0073,2015,2015
K2-58 b,K2-58,2016,Transit,181.746,7.05254,2015,2015
K2-58 c,K2-58,2016,Transit,181.746,2.53726,2015,2015
K2-58 d,K2-58,2016,Transit,181.746,22.8827,2015,2015
K2-59 b,K2-59,2016,Transit,311.313,20.6921,2015,2015
K2-59 c,K2-59,2016,Transit,311.313,11.2954,2015,2015
K2-6 b,K2-6,2015,Transit,316.819,30.94191,2015,2015
K2-60 b,K2-60,2016,Transit,491.87,3.00265,2015,2015
K2-61 b,K2-61,2016,Transit,405.732,2.57336,2015,2015
K2-62 b,K2-62,2016,Transit,112.467,6.67199,2015,2015
K2-62 c,K2-62,2016,Transit,112.467,16.19697,2015,2015
K2-63 b,K2-63,2016,Transit,517.534,20.257,2015,2015
K2-63 c,K2-63,2016,Transit,517.534,25.4556,2015,2015
K2-64 b,K2-64,2016,Transit,499.891,6.53044,2015,2015
K2-65 b,K2-65,2016,Transit,,12.6475,2015,2015
K2-66 b,K2-66,2016,Transit,513.877,5.06963,2015,2015
K2-68 b,K2-68,2016,Transit,168.652,8.05428,2015,2015
K2-69 b,K2-69,2016,Transit,180.697,7.06599,2015,2015
K2-7 b,K2-7,2015,Transit,738.553,28.6781,2015,2015
K2-70 b,K2-70,2016,Transit,232.964,13.97896,2015,2015
K2-71 b,K2-71,2016,Transit,153.192,6.98541,2015,2015
K2-72 b,K2-72,2016,Transit,66.4321,5.577212,2015,2015
K2-72 c,K2-72,2016,Transit,66.4321,15.189034,2015,2015
K2-72 d,K2-72,2016,Transit,66.4321,7.760178,2015,2015
K2-72 e,K2-72,2016,Transit,66.4321,24.158868,2015,2015
K2-73 b,K2-73,2016,Transit,269.183,7.49556,2015,2015
K2-73 c,K2-73,2025,Radial Velocity,269.183,1000.0,2025,2025
K2-74 b,K2-74,2016,Transit,377.822,19.5666,2015,2015
K2-75 b,K2-75,2016,Transit,561.93,7.8142,2015,2015
K2-75 c,K2-75,2016,Transit,561.93,18.311,2015,2015
K2-77 b,K2-77,2016,Transit,141.731,8.2000844,2015,2015
K2-79 b,K2-79,2016,Transit,256.011,10.9947,2015,2015
K2-8 b,K2-8,2015,Transit,403.513,10.35239,2015,2015
K2-8 c,K2-8,2016,Transit,403.513,5.06416,2015,2015
K2-80 b,K2-80,2016,Transit,200.802,19.0918,2015,2015
K2-80 c,K2-80,2016,Transit,200.802,5.605,2015,2015
K2-80 d,K2-80,2018,Transit,200.802,28.867253,2015,2015
K2-81 b,K2-81,2016,Transit,252.318,6.102325,2015,2015
K2-83 b,K2-83,2016,Transit,125.529,2.74697,2015,2015
K2-83 c,K2-83,2016,Transit,125.529,9.99767,2015,2015
K2-84 b,K2-84,2016,Transit,284.876,6.4215,2015,2015
K2-84 c,K2-84,2016,Transit,284.876,27.86,2015,2015
K2-85 b,K2-85,2016,Transit,97.2179,0.68453862616,2015,2015
K2-86 b,K2-86,2016,Transit,258.699,8.77683,2015,2015
K2-87 b,K2-87,2016,Transit,491.242,9.726618,2015,2015
K2-88 b,K2-88,2016,Transit,110.561,4.6122,2015,2015
K2-89 b,K2-89,2016,Transit,86.0386,1.096026,2015,2015
K2-9 b,K2-9,2015,Transit,82.9631,18.4498,2015,2015
K2-90 b,K2-90,2016,Transit,134.188,13.733314,2015,2015
K2-90 c,K2-90,2016,Transit,134.188,2.900706,2015,2015
K2-91 b,K2-91,2016,Transit,62.5785,1.419549,2015,2015
K2-95 b,K2-95,2016,Transit,179.854,10.1346454,2015,2015
K2-97 b,K2-97,2016,Transit,878.43,8.407115,2015,2015
K2-98 b,K2-98,2016,Transit,518.625,10.1367349,2015,2015
K2-99 b,K2-99,2016,Transit,519.229,18.24783,2015,2015
K2-99 c,K2-99,2022,Radial Velocity,519.229,522.2,2020,2020
KELT-1 b,KELT-1,2012,Transit,268.43,1.217514,2010,2010
KELT-10 b,KELT-10,2016,Transit,188.404,4.1662739,2015,2015
KELT-11 b,KELT-11,2017,Transit,99.1596,4.73620865,2015,2015
KELT-12 b,KELT-12,2017,Transit,368.03,5.031623,2015,2015
KELT-14 b,KELT-14,2016,Transit,250.121,1.7100566,2015,2015
KELT-15 b,KELT-15,2016,Transit,324.683,3.32944,2015,2015
KELT-16 b,KELT-16,2017,Transit,444.586,0.9689951,2015,2015
KELT-17 b,KELT-17,2016,Transit,226.5,3.0801716,2015,2015
KELT-18 b,KELT-18,2017,Transit,321.376,2.8717518,2015,2015
KELT-19 A b,KELT-19 A,2017,Transit,300.276,4.6117093,2015,2015
KELT-2 A b,KELT-2 A,2012,Transit,134.058,4.11379,2010,2010
KELT-20 b,KELT-20,2017,Transit,136.426,3.4741085,2015,2015
KELT-21 b,KELT-21,2018,Transit,470.878,3.6127647,2015,2015
KELT-23 A b,KELT-23 A,2019,Transit,126.261,2.255251,2015,2015
KELT-24 b,KELT-24,2019,Transit,96.5173,5.55149296,2015,2015
KELT-3 b,KELT-3,2013,Transit,210.252,2.70339,2010,2010
KELT-4 A b,KELT-4 A,2016,Transit,218.05,2.9895932,2015,2015
KELT-6 b,KELT-6,2014,Transit,240.726,7.8457,2010,2010
KELT-6 c,KELT-6,2015,Radial Velocity,240.726,1276.0,2015,2015
KELT-7 b,KELT-7,2015,Transit,136.681,2.73477,2015,2015
KELT-8 b,KELT-8,2015,Transit,197.572,3.24406,2015,2015
KELT-9 b,KELT-9,2017,Transit,204.455,1.4811235,2015,2015
KIC 10001893 b,KIC 10001893,2014,Orbital Brightness Modulation,1672.94,0.2197,2010,2010
KIC 10001893 c,KIC 10001893,2014,Orbital Brightness Modulation,1672.94,0.32528,2010,2010
KIC 10001893 d,KIC 10001893,2014,Orbital Brightness Modulation,1672.94,0.81161,2010,2010
KIC 10068024 b,KIC 10068024,2021,Orbital Brightness Modulation,721.105,2.073549,2020,2020
KIC 10525077 b,KIC 10525077,2015,Transit,1461.15,854.083,2015,2015
KIC 3526061 b,KIC 3526061,2022,Radial Velocity,401.229,3552.0,2020,2020
KIC 3558849 b,KIC 3558849,2015,Transit,1215.7,1322.3,2015,2015
KIC 5437945 b,KIC 5437945,2015,Transit,1274.01,440.7813,2015,2015
KIC 5479689 b,KIC 5479689,2021,Orbital Brightness Modulation,454.95,1.701531,2020,2020
KIC 7917485 b,KIC 7917485,2016,Pulsation Timing Variations,1382.89,840.0,2015,2015
KIC 8121913 b,KIC 8121913,2021,Orbital Brightness Modulation,707.303,3.294601,2020,2020
KIC 8540376 b,KOI-7892,2015,Transit,1072.3,31.8099,2015,2015
KIC 8540376 c,KOI-7892,2015,Transit,1072.3,75.2,2015,2015
KIC 9663113 b,KIC 9663113,2015,Transit,1594.74,572.3847,2015,2015
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,2018,Microlensing,6300.0,,2015,2015
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,2023,Microlensing,5080.0,,2020,2020
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,2019,Microlensing,6651.0,,2015,2015
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,2018,Microlensing,6600.0,,2015,2015
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,2018,Microlensing,6260.0,,2015,2015
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,2019,Microlensing,7100.0,,2015,2015
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,2018,Microlensing,7010.0,,2015,2015
KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L,2024,Microlensing,3580.0,,2020,2020
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,2020,Microlensing,6440.0,,2020,2020
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,2020,Microlensing,4880.0,,2020,2020
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,2021,Microlensing,6421.0,,2020,2020
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,2018,Microlensing,4530.0,,2015,2015
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,2023,Microlensing,5400.0,,2020,2020
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,2022,Microlensing,5080.0,,2020,2020
KMT-2017-BLG-0849L b,KMT-2017-BLG-0849L,2024,Microlensing,7220.0,,2020,2020
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,2023,Microlensing,7090.0,,2020,2020
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,2019,Microlensing,6000.0,,2015,2015
KMT-2017-BLG-1057L b,KMT-2017-BLG-1057L,2024,Microlensing,6500.0,,2020,2020
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,2019,Microlensing,6500.0,,2015,2015
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,2023,Microlensing,4240.0,,2020,2020
KMT-2017-BLG-2197L b,KMT-2017-BLG-2197L,2025,Microlensing,7800.0,,2025,2025
KMT-2017-BLG-2331L b,KMT-2017-BLG-2331L,2024,Microlensing,8030.0,,2020,2020
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,2021,Microlensing,7040.0,,2020,2020
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,2020,Microlensing,3380.0,,2020,2020
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,2022,Microlensing,6480.0,,2020,2020
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L,2022,Microlensing,7020.0,,2020,2020
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L,2022,Microlensing,6760.0,,2020,2020
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,2020,Microlensing,7300.0,,2020,2020
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,2023,Microlensing,6890.0,,2020,2020
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,2021,Microlensing,6705.0,,2020,2020
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,2020,Microlensing,3460.0,,2020,2020
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,2021,Microlensing,6483.0,,2020,2020
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,2021,Microlensing,5840.0,,2020,2020
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,2022,Microlensing,4150.0,,2020,2020
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,2019,Microlensing,967.0,,2015,2015
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,2021,Microlensing,5910.0,,2020,2020
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,2022,Microlensing,4310.0,,2020,2020
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,2022,Microlensing,4900.0,,2020,2020
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,2023,Microlensing,3090.0,,2020,2020
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,2023,Microlensing,6710.0,,2020,2020
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,2023,Microlensing,7710.0,,2020,2020
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,2021,Microlensing,7010.0,,2020,2020
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,2022,Microlensing,4410.0,,2020,2020
KMT-2019-BLG-0578L b,KMT-2019-BLG-0578L,2025,Microlensing,7300.0,,2025,2025
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,2020,Microlensing,3320.0,,2020,2020
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,2022,Microlensing,7200.0,,2020,2020
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,2022,Microlensing,6600.0,,2020,2020
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,2023,Microlensing,2740.0,,2020,2020
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,2020,Microlensing,6120.0,,2020,2020
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,2023,Microlensing,4670.0,,2020,2020
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,2022,Microlensing,4600.0,,2020,2020
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,2021,Microlensing,3860.0,,2020,2020
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,2023,Microlensing,6640.0,,2020,2020
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,2020,Microlensing,7040.0,,2020,2020
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,2023,Microlensing,5910.0,,2020,2020
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,2022,Microlensing,6100.0,,2020,2020
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,2021,Microlensing,800.0,,2020,2020
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,2021,Microlensing,800.0,,2020,2020
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,2022,Microlensing,3130.0,,2020,2020
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,2022,Microlensing,4600.0,,2020,2020
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,2022,Microlensing,5120.0,,2020,2020
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,2022,Microlensing,6600.0,,2020,2020
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,2022,Microlensing,6950.0,,2020,2020
